 	247853
Cutané	6
Cyanose	2
Cytologie	3
Cytolyse	2
CÔTE	1
CÔTES	1
Cécile	9
Cécilia	1
Cécité	3
Cédex	5
Cédric	1
Cédrine	1
Céline	7
Céphalosporinase	1
Céphalées	1
Cérébral	1
Césarienne	2
Cétone	1
Côte	3
Côté	6
D	443
DACUDOSE	1
DADBAN	2
DAFALGAN	15
DAFLON	1
DAGNEAUX	3
DAGONEAU	7
DAILLY	24
DAKPE	9
DALACINE	3
DAMAJ	15
DAMOC	3
DANS	28
DANTEN	5
DANTEUILLE	3
DANZE	2
DANZEL	3
DAOLIO	13
DAOUD	2
DARRAS	17
DAT	4
DATE	14
DATSCAN	2
DAUBENTON	1
DAUNORUBICINE	3
DAVERSIN	1
DAVID	12
DAYEN	12
DB	2
DCD	12
DCL	1
DDB	2
DDD	3
DDN	1
DE	430
DEBRIDAT	2
DEBUT	1
DECALCIFICATION	8
DECEMBRE	2
DECES	2
DECHAMBENOIT	4
DECISION	3
DECOMPENSE	1
DECOSTER	2
DECUBITUS	2
DEDROGYL	7
DEFAILLANCE	2
DEFIBRILLATEUR	4
DEFIBRILLATION	1
DEFOSSEZ	2
DEFOUILLOY	24
DEFRANCE	4
DEGOUGE	2
DEGOUY	8
DEGREMONT	6
DEGUINE	1
DEGUINES	3
DEHEDEIN	1
DEHEDIN	1
DEJAEGER	2
DELAHAYE	3
DELAIRE	1
DELANGHE	7
DELANNOY	2
DELAPORTE	5
DELAROZEE	4
DELATTRE	1
DELAVERHNE	1
DELAVERNHE	5
DELBOULLE	2
DELCENSERIE	8
DELELIS	28
DELEPORTE	1
DELERUE	2
DELEZENNE	3
DELFORTE	1
DELLOUE	1
DELOUTE	1
DELTOUR	13
DEMAILLY	7
DEMANDE	1
DEMARQUET	1
DEMASURE	2
DEMAY	18
DEMIATI	15
DEMOLIEN	1
DENGLEHEM	2
DEPARIS	11
DEPARTEMENT	34
DEPOURCQ	2
DEPUIS	1
DERANSY	1
DERIVATIONS	14
DERMATOLOGIE	5
DERMIQUE	1
DEROME	1
DEROXAT	11
DES	28
DESABLENS	5
DESAILLOUD	11
DESBLACHE	6
DESCARPENTRIES	3
DESCHAMPS	3
DESCOMBES	2
DESENCLOS	2
DESOBSTRUCTION	2
DESOBSTRUCTIONS	1
DESTINATAIRE	3
DESWEL	2
DETENSIEL	3
DETRESSE	1
DEUX	1
DEVAUCHELLE	5
DEVENDEVILLE	54
DEVIMES	1
DEVOYE	2
DEXAMETHASONE	1
DEXERYL	2
DEXTROPROPOXYFENE	1
DHAHRI	56
DHS	1
DI	3
DIABETE	1
DIABETIQUES	1
DIABETOLOGIE	7
DIABÈTE	2
DIABÉTIQUE	2
DIAGNOSTIC	6
DIAMICRON	5
DID	4
DIDIER	4
DIEPPE	1
DIETETICIENNES	1
DIFFICILES	1
DIFFU	19
DIGE	2
DIGESTIVE	5
DIGOXINE	5
DILATATION	4
DIMENSION	1
DINNOO	2
DINOMAIS	8
DIPRIVAN	7
DIPROZONE	1
DIRECTION	3
DISCOTRINE	5
DISJONCTION	1
DISKUS	1
DISTAL	1
DIVERRES	2
DIVERS	1
DIX	1
DL	3
DLG	1
DLSO	1
DM	2
DMLA	2
DNA	1
DNID	17
DOBUTAMINE	11
DOLIPRANE	17
DOMART	12
DOMARTS	1
DOMICILE	12
DOMINICIS	2
DOMINIQUE	5
DONC	1
DONNEES	1
DOPPLER	41
DORA	1
DORSAL	4
DOS	2
DOSE	1
DOSSIER	41
DOUAY	21
DOUBLE	6
DOULEUR	1
DOULLENS	1
DOUREID	3
DOUTRELLOT	17
DOXORUBICINE	1
DP	1
DPC	3
DR	13
DRAGS	1
DREUIL	3
DROIT	26
DROITE	34
DSA	1
DT	23
DTD	1
DTDVG	2
DTI	10
DTS	13
DTSVG	1
DU	85
DUBOIS	20
DUBUS	3
DUCELLIER	4
DUCHAUSSOY	2
DUCROIX	69
DUGAUQUIER	2
DUGROSPREZ	1
DUHAUT	17
DUMONT	2
DUMSER	1
DUMUR	1
DUNAUD	13
DUODENALE	9
DUPAS	14
DUPHALAC	7
DUPONT	29
DUPUIS	7
DUPUY	12
DURAND	4
DURANT	1
DURATA	2
DUROGESIC	7
DURU	3
DUTEIL	7
Dacron	1
Dafalgan	3
Daflon	1
Dalacine	1
Damien	3
Dan	13
Daniel	7
Dans	89
Daolio	1
Daphnée	10
Darras	9
Dassault	1
Dat	1
Date	445
David	1
De	26
Debridat	2
Decan	3
Decoster	13
Dedrogyl	4
Deficit	1
Defontaine	4
Delelis	3
Delpech	1
Delphine	27
Demailly	1
Denis	10
Densitométrie	2
Depression	2
Depuis	18
Dermato	1
Dermatologie	6
Dermatologue	1
Dermite	1
Derniere	1
Dernière	2
Des	13
Desc	1
Descente	6
Description	1
Desmoulins	4
